"";"x.17";"x.18";"x.19";"x.20";"classes"
"3113";63;100;112;92;"red soil"
"3114";63;104;112;92;"red soil"
"3115";59;104;112;92;"red soil"
"3116";59;100;104;81;"red soil"
"3117";59;96;104;81;"red soil"
"3118";63;91;108;89;"red soil"
"3119";63;100;104;89;"red soil"
"3120";66;100;112;92;"red soil"
"3121";66;104;108;96;"red soil"
"3122";63;109;122;96;"red soil"
"3123";63;100;117;96;"red soil"
"3124";66;109;122;100;"red soil"
"3125";66;109;122;100;"red soil"
"3126";66;109;117;96;"red soil"
"3127";66;113;117;96;"red soil"
"3128";66;113;117;96;"red soil"
"3129";70;109;122;100;"red soil"
"3130";66;109;122;96;"red soil"
"3131";70;113;127;96;"red soil"
"3132";74;113;117;96;"red soil"
"3133";74;113;122;100;"red soil"
"3134";75;84;82;68;"damp grey soil"
"3135";67;73;79;57;"very damp grey soil"
"3136";71;81;86;64;"very damp grey soil"
"3137";71;81;82;64;"very damp grey soil"
"3138";67;73;75;57;"very damp grey soil"
"3139";63;73;75;57;"very damp grey soil"
"3140";71;91;90;72;"very damp grey soil"
"3141";71;77;86;64;"very damp grey soil"
"3142";71;77;86;64;"very damp grey soil"
"3143";71;81;86;68;"very damp grey soil"
"3144";75;81;86;68;"very damp grey soil"
"3145";63;70;86;72;"vegetation stubble"
"3146";83;91;101;83;"very damp grey soil"
"3147";87;95;97;79;"very damp grey soil"
"3148";83;99;105;86;"grey soil"
"3149";87;112;114;94;"grey soil"
"3150";92;117;124;101;"grey soil"
"3151";92;117;130;101;"grey soil"
"3152";96;112;124;98;"grey soil"
"3153";87;99;105;90;"grey soil"
"3154";83;112;124;94;"grey soil"
"3155";87;112;119;98;"red soil"
"3156";79;103;114;90;"red soil"
"3157";59;91;105;86;"red soil"
"3158";59;91;101;86;"red soil"
"3159";59;95;110;90;"red soil"
"3160";59;99;114;90;"red soil"
"3161";59;103;119;94;"red soil"
"3162";63;103;114;94;"red soil"
"3163";63;103;110;90;"red soil"
"3164";59;99;110;90;"red soil"
"3165";59;91;105;86;"red soil"
"3166";59;88;110;86;"red soil"
"3167";59;88;110;90;"red soil"
"3168";63;99;101;86;"red soil"
"3169";63;91;101;79;"red soil"
"3170";63;95;105;83;"red soil"
"3171";67;95;101;83;"red soil"
"3172";67;99;114;86;"red soil"
"3173";67;103;110;94;"red soil"
"3174";63;108;119;94;"red soil"
"3175";63;112;114;94;"red soil"
"3176";67;108;119;101;"red soil"
"3177";67;108;119;98;"red soil"
"3178";67;108;119;98;"red soil"
"3179";71;108;114;98;"red soil"
"3180";71;112;119;98;"red soil"
"3181";67;112;119;98;"red soil"
"3182";67;75;78;58;"very damp grey soil"
"3183";63;75;78;55;"very damp grey soil"
"3184";63;71;74;55;"very damp grey soil"
"3185";63;67;82;58;"very damp grey soil"
"3186";63;71;74;58;"very damp grey soil"
"3187";63;71;74;58;"very damp grey soil"
"3188";63;71;74;58;"very damp grey soil"
"3189";67;75;78;65;"very damp grey soil"
"3190";60;71;70;58;"very damp grey soil"
"3191";63;75;74;62;"very damp grey soil"
"3192";70;88;93;73;"very damp grey soil"
"3193";74;88;89;73;"very damp grey soil"
"3194";78;92;97;80;"very damp grey soil"
"3195";82;97;97;80;"very damp grey soil"
"3196";82;92;93;83;"very damp grey soil"
"3197";78;92;101;80;"very damp grey soil"
"3198";74;79;89;73;"vegetation stubble"
"3199";82;102;105;87;"grey soil"
"3200";85;106;114;90;"grey soil"
"3201";93;120;119;97;"grey soil"
"3202";93;115;124;97;"grey soil"
"3203";93;120;129;101;"grey soil"
"3204";93;115;124;101;"grey soil"
"3205";85;106;114;94;"grey soil"
"3206";78;115;114;97;"grey soil"
"3207";78;111;119;94;"red soil"
"3208";70;106;114;90;"red soil"
"3209";63;97;105;87;"red soil"
"3210";57;92;110;87;"red soil"
"3211";60;88;110;83;"red soil"
"3212";57;92;110;87;"red soil"
"3213";60;97;114;87;"red soil"
"3214";57;92;114;87;"red soil"
"3215";57;92;105;83;"red soil"
"3216";53;92;105;87;"red soil"
"3217";57;88;105;87;"red soil"
"3218";60;97;119;94;"red soil"
"3219";63;106;119;90;"red soil"
"3220";60;97;114;94;"red soil"
"3221";63;102;114;87;"red soil"
"3222";67;102;114;94;"red soil"
"3223";67;102;114;90;"red soil"
"3224";63;111;119;97;"red soil"
"3225";67;111;124;94;"red soil"
"3226";67;111;119;97;"red soil"
"3227";67;106;114;97;"red soil"
"3228";64;73;74;57;"very damp grey soil"
"3229";64;69;71;57;"very damp grey soil"
"3230";64;69;74;57;"very damp grey soil"
"3231";64;73;74;61;"very damp grey soil"
"3232";64;73;71;57;"very damp grey soil"
"3233";68;69;74;57;"very damp grey soil"
"3234";64;73;74;54;"very damp grey soil"
"3235";64;73;78;57;"very damp grey soil"
"3236";64;73;78;61;"very damp grey soil"
"3237";68;77;90;68;"very damp grey soil"
"3238";64;69;74;61;"very damp grey soil"
"3239";72;81;86;68;"very damp grey soil"
"3240";80;98;106;83;"very damp grey soil"
"3241";80;94;102;79;"very damp grey soil"
"3242";76;85;90;68;"very damp grey soil"
"3243";76;85;98;79;"very damp grey soil"
"3244";80;94;102;83;"very damp grey soil"
"3245";88;106;106;87;"grey soil"
"3246";88;106;111;91;"grey soil"
"3247";88;115;120;94;"grey soil"
"3248";84;111;115;94;"grey soil"
"3249";88;115;120;102;"grey soil"
"3250";80;111;115;94;"red soil"
"3251";76;106;115;94;"red soil"
"3252";72;102;106;91;"red soil"
"3253";64;98;111;91;"red soil"
"3254";53;85;102;83;"red soil"
"3255";57;89;106;83;"red soil"
"3256";57;81;94;79;"red soil"
"3257";57;81;90;76;"red soil"
"3258";57;81;90;76;"red soil"
"3259";57;85;98;83;"red soil"
"3260";60;94;106;87;"red soil"
"3261";60;94;111;87;"red soil"
"3262";57;94;102;87;"red soil"
"3263";57;85;102;79;"red soil"
"3264";53;89;106;87;"red soil"
"3265";53;89;106;83;"red soil"
"3266";53;81;102;83;"red soil"
"3267";53;85;94;83;"red soil"
"3268";53;85;98;83;"red soil"
"3269";53;85;102;83;"red soil"
"3270";57;98;106;91;"red soil"
"3271";60;106;115;98;"red soil"
"3272";64;106;120;98;"red soil"
"3273";64;102;115;94;"red soil"
"3274";64;106;115;94;"red soil"
"3275";68;106;115;94;"red soil"
"3276";64;111;120;94;"red soil"
"3277";72;111;120;98;"red soil"
"3278";68;111;115;94;"red soil"
"3279";68;111;120;94;"red soil"
"3280";68;111;120;94;"red soil"
"3281";64;71;67;56;"very damp grey soil"
"3282";68;71;71;59;"very damp grey soil"
"3283";68;71;75;56;"very damp grey soil"
"3284";68;71;75;56;"very damp grey soil"
"3285";64;71;75;56;"very damp grey soil"
"3286";64;75;79;56;"very damp grey soil"
"3287";64;79;79;63;"very damp grey soil"
"3288";88;103;113;88;"very damp grey soil"
"3289";76;83;96;78;"very damp grey soil"
"3290";76;83;91;78;"very damp grey soil"
"3291";80;95;100;81;"very damp grey soil"
"3292";88;103;108;88;"grey soil"
"3293";88;112;122;96;"grey soil"
"3294";88;116;122;103;"grey soil"
"3295";76;112;118;92;"red soil"
"3296";71;103;108;88;"red soil"
"3297";64;103;118;96;"red soil"
"3298";53;83;100;85;"red soil"
"3299";50;75;91;74;"red soil"
"3300";56;79;91;78;"red soil"
"3301";53;79;96;78;"red soil"
"3302";53;83;96;81;"red soil"
"3303";53;83;100;78;"red soil"
"3304";53;95;108;85;"red soil"
"3305";46;79;87;78;"red soil"
"3306";50;79;96;78;"red soil"
"3307";60;103;118;92;"red soil"
"3308";64;107;118;96;"red soil"
"3309";64;112;118;96;"red soil"
"3310";71;107;118;96;"red soil"
"3311";76;112;122;99;"red soil"
"3312";76;112;122;99;"red soil"
"3313";64;95;104;81;"red soil"
"3314";64;107;118;96;"red soil"
"3315";64;112;122;99;"red soil"
"3316";76;112;122;99;"red soil"
"3317";71;112;122;96;"red soil"
"3318";71;112;122;96;"red soil"
"3319";71;112;122;96;"red soil"
"3320";68;112;122;99;"red soil"
"3321";67;72;74;58;"very damp grey soil"
"3322";67;72;74;54;"very damp grey soil"
"3323";63;72;74;54;"very damp grey soil"
"3324";67;72;70;58;"very damp grey soil"
"3325";63;72;74;58;"very damp grey soil"
"3326";67;79;85;67;"very damp grey soil"
"3327";67;83;89;71;"very damp grey soil"
"3328";71;79;81;67;"very damp grey soil"
"3329";67;72;81;62;"very damp grey soil"
"3330";71;83;89;67;"very damp grey soil"
"3331";79;87;96;79;"very damp grey soil"
"3332";79;87;89;71;"very damp grey soil"
"3333";79;87;100;75;"very damp grey soil"
"3334";75;87;96;79;"very damp grey soil"
"3335";88;95;109;87;"very damp grey soil"
"3336";93;103;113;92;"grey soil"
"3337";88;121;123;100;"grey soil"
"3338";79;107;109;96;"red soil"
"3339";67;99;113;87;"red soil"
"3340";59;87;104;87;"red soil"
"3341";51;79;100;79;"red soil"
"3342";51;72;89;75;"red soil"
"3343";51;75;93;79;"red soil"
"3344";55;75;96;79;"red soil"
"3345";55;72;93;71;"red soil"
"3346";59;79;93;75;"red soil"
"3347";55;79;96;75;"red soil"
"3348";51;83;100;83;"red soil"
"3349";51;79;96;79;"red soil"
"3350";55;79;93;75;"red soil"
"3351";51;75;93;75;"red soil"
"3352";55;87;100;83;"red soil"
"3353";67;107;118;96;"red soil"
"3354";71;107;118;96;"red soil"
"3355";67;107;118;96;"red soil"
"3356";67;107;118;92;"red soil"
"3357";67;107;118;96;"red soil"
"3358";67;107;123;96;"red soil"
"3359";67;111;123;96;"red soil"
"3360";67;111;118;100;"red soil"
"3361";71;111;123;96;"red soil"
"3362";71;111;118;100;"red soil"
"3363";71;111;123;100;"red soil"
"3364";63;67;69;55;"very damp grey soil"
"3365";66;71;73;55;"very damp grey soil"
"3366";66;71;69;55;"very damp grey soil"
"3367";66;71;73;55;"very damp grey soil"
"3368";66;71;76;55;"very damp grey soil"
"3369";63;71;73;59;"very damp grey soil"
"3370";63;67;69;55;"very damp grey soil"
"3371";63;75;76;59;"very damp grey soil"
"3372";66;75;76;63;"very damp grey soil"
"3373";70;79;80;63;"very damp grey soil"
"3374";78;91;92;78;"very damp grey soil"
"3375";82;100;108;85;"grey soil"
"3376";86;104;108;89;"grey soil"
"3377";78;91;96;78;"very damp grey soil"
"3378";66;71;84;78;"very damp grey soil"
"3379";70;75;92;78;"very damp grey soil"
"3380";74;87;92;78;"very damp grey soil"
"3381";74;83;88;78;"very damp grey soil"
"3382";86;104;112;92;"grey soil"
"3383";78;104;104;92;"grey soil"
"3384";63;87;100;81;"red soil"
"3385";63;87;104;85;"red soil"
"3386";56;91;108;89;"red soil"
"3387";56;87;104;85;"red soil"
"3388";52;67;84;78;"red soil"
"3389";52;71;84;78;"red soil"
"3390";49;75;88;78;"red soil"
"3391";56;83;104;85;"red soil"
"3392";59;91;104;85;"red soil"
"3393";56;79;96;78;"red soil"
"3394";52;79;96;78;"red soil"
"3395";52;79;100;78;"red soil"
"3396";56;83;96;85;"red soil"
"3397";56;83;108;85;"red soil"
"3398";52;83;100;81;"red soil"
"3399";59;87;108;85;"red soil"
"3400";63;96;112;92;"red soil"
"3401";66;100;112;92;"red soil"
"3402";66;96;112;92;"red soil"
"3403";66;109;122;92;"red soil"
"3404";70;109;122;96;"red soil"
"3405";66;109;122;96;"red soil"
"3406";63;104;108;89;"red soil"
"3407";63;96;112;85;"red soil"
"3408";63;109;122;96;"red soil"
"3409";66;113;127;100;"red soil"
"3410";66;109;122;96;"red soil"
"3411";66;109;122;96;"red soil"
"3412";70;113;117;100;"red soil"
"3413";70;109;122;100;"red soil"
"3414";70;113;122;100;"red soil"
"3415";63;66;68;53;"very damp grey soil"
"3416";63;66;68;57;"very damp grey soil"
"3417";67;73;68;57;"very damp grey soil"
"3418";67;73;72;57;"very damp grey soil"
"3419";63;70;72;57;"very damp grey soil"
"3420";63;73;72;60;"very damp grey soil"
"3421";67;77;82;64;"very damp grey soil"
"3422";71;81;75;68;"very damp grey soil"
"3423";75;88;90;72;"very damp grey soil"
"3424";83;99;101;83;"grey soil"
"3425";87;99;105;83;"grey soil"
"3426";87;99;110;86;"grey soil"
"3427";63;66;79;72;"very damp grey soil"
"3428";71;77;86;72;"very damp grey soil"
"3429";67;73;90;68;"very damp grey soil"
"3430";71;73;86;68;"very damp grey soil"
"3431";71;77;90;72;"very damp grey soil"
"3432";75;91;101;83;"very damp grey soil"
"3433";87;103;114;90;"very damp grey soil"
"3434";87;112;114;94;"grey soil"
"3435";71;103;114;94;"red soil"
"3436";63;95;105;86;"red soil"
"3437";56;81;90;79;"red soil"
"3438";52;77;90;75;"red soil"
"3439";52;84;105;86;"red soil"
"3440";49;73;86;79;"red soil"
"3441";52;70;90;75;"red soil"
"3442";52;70;90;75;"red soil"
"3443";52;73;90;75;"red soil"
"3444";56;81;97;79;"red soil"
"3445";52;73;93;79;"red soil"
"3446";56;70;82;72;"red soil"
"3447";56;84;97;79;"red soil"
"3448";59;91;101;86;"red soil"
"3449";59;91;101;86;"red soil"
"3450";56;88;101;83;"red soil"
"3451";56;84;97;83;"red soil"
"3452";52;81;93;79;"red soil"
"3453";49;73;90;75;"red soil"
"3454";56;81;93;83;"red soil"
"3455";56;88;105;83;"red soil"
"3456";56;84;93;83;"red soil"
"3457";56;84;97;79;"red soil"
"3458";59;88;101;86;"red soil"
"3459";59;95;105;90;"red soil"
"3460";63;95;101;86;"red soil"
"3461";67;108;114;98;"red soil"
"3462";75;108;114;98;"red soil"
"3463";67;99;110;86;"red soil"
"3464";67;99;114;86;"red soil"
"3465";63;108;124;98;"red soil"
"3466";67;103;124;94;"red soil"
"3467";67;108;124;94;"red soil"
"3468";67;112;124;98;"red soil"
"3469";67;108;114;94;"red soil"
"3470";67;103;119;90;"red soil"
"3471";67;88;101;86;"vegetation stubble"
"3472";63;71;74;55;"very damp grey soil"
"3473";67;75;78;62;"very damp grey soil"
"3474";85;102;114;83;"grey soil"
"3475";85;102;110;87;"grey soil"
"3476";85;106;110;87;"grey soil"
"3477";89;102;105;87;"grey soil"
"3478";89;106;114;94;"grey soil"
"3479";93;111;114;94;"grey soil"
"3480";85;102;105;83;"grey soil"
"3481";74;79;93;73;"very damp grey soil"
"3482";63;63;82;69;"very damp grey soil"
"3483";70;75;89;73;"very damp grey soil"
"3484";67;71;89;73;"very damp grey soil"
"3485";78;88;97;83;"very damp grey soil"
"3486";89;106;114;94;"grey soil"
"3487";85;106;114;94;"grey soil"
"3488";78;102;119;90;"grey soil"
"3489";57;84;101;80;"red soil"
"3490";50;79;101;76;"red soil"
"3491";50;75;97;76;"red soil"
"3492";50;71;93;76;"red soil"
"3493";47;67;89;73;"red soil"
"3494";47;71;85;73;"red soil"
"3495";50;67;85;76;"red soil"
"3496";50;71;89;76;"red soil"
"3497";50;75;89;80;"red soil"
"3498";53;84;97;80;"red soil"
"3499";57;75;82;73;"red soil"
"3500";53;71;78;73;"red soil"
"3501";53;71;82;73;"red soil"
"3502";53;75;89;76;"red soil"
"3503";50;79;97;80;"red soil"
"3504";53;84;97;83;"red soil"
"3505";53;88;105;83;"red soil"
"3506";53;84;101;80;"red soil"
"3507";50;84;93;76;"red soil"
"3508";53;88;97;80;"red soil"
"3509";57;88;105;87;"red soil"
"3510";60;88;105;87;"red soil"
"3511";57;92;101;87;"red soil"
"3512";60;92;105;87;"red soil"
"3513";60;97;101;83;"red soil"
"3514";63;111;119;97;"red soil"
"3515";67;106;119;97;"red soil"
"3516";63;102;114;90;"red soil"
"3517";63;92;105;80;"red soil"
"3518";63;102;110;94;"red soil"
"3519";63;106;114;90;"red soil"
"3520";67;106;114;87;"red soil"
"3521";63;102;114;87;"red soil"
"3522";63;97;110;87;"red soil"
"3523";63;92;110;87;"red soil"
"3524";67;92;110;90;"vegetation stubble"
"3525";63;88;105;83;"vegetation stubble"
"3526";60;63;74;65;"very damp grey soil"
"3527";80;89;94;72;"very damp grey soil"
"3528";80;89;94;76;"very damp grey soil"
"3529";80;98;98;79;"grey soil"
"3530";92;111;111;91;"grey soil"
"3531";88;102;115;87;"grey soil"
"3532";84;106;115;91;"grey soil"
"3533";84;102;111;87;"grey soil"
"3534";92;106;106;87;"grey soil"
"3535";88;106;115;87;"grey soil"
"3536";88;106;106;87;"grey soil"
"3537";92;102;115;87;"grey soil"
"3538";88;98;106;79;"grey soil"
"3539";72;81;82;65;"very damp grey soil"
"3540";64;73;78;65;"very damp grey soil"
"3541";60;66;78;61;"very damp grey soil"
"3542";64;66;78;65;"very damp grey soil"
"3543";64;66;82;65;"very damp grey soil"
"3544";76;89;102;87;"very damp grey soil"
"3545";84;106;111;94;"grey soil"
"3546";60;102;111;91;"red soil"
"3547";57;102;115;94;"red soil"
"3548";57;94;111;87;"red soil"
"3549";53;85;102;87;"red soil"
"3550";50;66;82;72;"red soil"
"3551";50;66;86;76;"red soil"
"3552";53;66;82;76;"red soil"
"3553";60;73;86;76;"red soil"
"3554";60;77;94;79;"red soil"
"3555";60;89;98;83;"red soil"
"3556";60;94;106;87;"red soil"
"3557";60;81;94;76;"red soil"
"3558";57;73;90;76;"red soil"
"3559";53;73;90;79;"red soil"
"3560";57;77;98;76;"red soil"
"3561";57;81;98;83;"red soil"
"3562";57;85;98;79;"red soil"
"3563";57;85;98;83;"red soil"
"3564";53;85;102;79;"red soil"
"3565";53;85;98;83;"red soil"
"3566";57;89;106;87;"red soil"
"3567";60;94;98;83;"red soil"
"3568";57;94;111;87;"red soil"
"3569";60;106;115;94;"red soil"
"3570";64;106;115;94;"red soil"
"3571";72;111;120;98;"red soil"
"3572";68;89;98;83;"red soil"
"3573";53;66;106;91;"cotton crop"
"3574";60;94;111;87;"red soil"
"3575";68;98;111;91;"red soil"
"3576";64;98;106;87;"red soil"
"3577";64;98;111;87;"red soil"
"3578";64;85;111;87;"vegetation stubble"
"3579";68;89;115;94;"vegetation stubble"
"3580";72;94;111;94;"vegetation stubble"
"3581";76;89;115;94;"vegetation stubble"
"3582";64;69;78;68;"very damp grey soil"
"3583";68;69;82;68;"very damp grey soil"
"3584";60;66;78;68;"very damp grey soil"
"3585";60;66;78;68;"very damp grey soil"
"3586";84;103;113;81;"grey soil"
"3587";84;99;104;85;"grey soil"
"3588";88;107;113;88;"grey soil"
"3589";88;112;122;92;"grey soil"
"3590";88;107;113;88;"grey soil"
"3591";88;103;113;85;"grey soil"
"3592";88;107;113;85;"grey soil"
"3593";84;103;104;81;"grey soil"
"3594";88;103;104;81;"grey soil"
"3595";92;107;108;85;"grey soil"
"3596";84;95;104;85;"grey soil"
"3597";80;95;96;74;"very damp grey soil"
"3598";71;75;83;59;"very damp grey soil"
"3599";64;68;75;63;"very damp grey soil"
"3600";76;87;100;81;"very damp grey soil"
"3601";80;107;118;96;"grey soil"
"3602";60;95;108;88;"red soil"
"3603";50;83;104;85;"red soil"
"3604";53;64;79;74;"red soil"
"3605";53;61;79;67;"red soil"
"3606";56;68;83;74;"red soil"
"3607";64;83;100;85;"red soil"
"3608";64;95;104;85;"red soil"
"3609";60;83;100;78;"red soil"
"3610";53;75;87;74;"red soil"
"3611";56;79;96;78;"red soil"
"3612";56;87;104;85;"red soil"
"3613";56;87;100;81;"red soil"
"3614";56;87;100;78;"red soil"
"3615";56;87;104;81;"red soil"
"3616";56;83;104;81;"red soil"
"3617";56;91;104;85;"red soil"
"3618";60;91;104;85;"red soil"
"3619";56;91;104;85;"red soil"
"3620";56;91;108;85;"red soil"
"3621";60;95;113;92;"red soil"
"3622";64;103;118;96;"red soil"
"3623";71;112;122;103;"red soil"
"3624";68;112;122;92;"red soil"
"3625";71;103;113;88;"red soil"
"3626";68;99;108;88;"red soil"
"3627";46;48;96;103;"cotton crop"
"3628";43;36;104;121;"cotton crop"
"3629";43;34;118;132;"cotton crop"
"3630";43;31;118;132;"cotton crop"
"3631";43;34;118;125;"cotton crop"
"3632";46;48;108;107;"cotton crop"
"3633";53;75;104;92;"cotton crop"
"3634";64;95;108;88;"red soil"
"3635";60;99;104;85;"vegetation stubble"
"3636";64;91;108;88;"vegetation stubble"
"3637";76;95;122;99;"vegetation stubble"
"3638";76;99;122;96;"vegetation stubble"
"3639";60;61;83;74;"vegetation stubble"
"3640";60;57;79;70;"vegetation stubble"
"3641";53;54;75;70;"vegetation stubble"
"3642";56;57;71;67;"vegetation stubble"
"3643";56;61;71;67;"vegetation stubble"
"3644";88;103;104;83;"grey soil"
"3645";88;103;104;87;"grey soil"
"3646";88;103;109;83;"grey soil"
"3647";88;107;109;87;"grey soil"
"3648";88;107;113;87;"grey soil"
"3649";88;103;109;87;"grey soil"
"3650";79;95;100;79;"grey soil"
"3651";84;99;100;79;"grey soil"
"3652";93;107;109;87;"grey soil"
"3653";84;99;100;79;"grey soil"
"3654";79;87;96;71;"very damp grey soil"
"3655";67;75;81;62;"very damp grey soil"
"3656";75;83;96;79;"very damp grey soil"
"3657";84;103;113;92;"grey soil"
"3658";84;107;118;96;"grey soil"
"3659";79;111;118;96;"red soil"
"3660";67;99;113;92;"red soil"
"3661";51;87;100;87;"red soil"
"3662";51;83;104;83;"red soil"
"3663";48;75;96;75;"red soil"
"3664";51;68;85;71;"red soil"
"3665";51;68;77;71;"red soil"
"3666";51;64;77;71;"red soil"
"3667";48;61;74;67;"red soil"
"3668";59;72;85;75;"red soil"
"3669";59;79;89;79;"red soil"
"3670";63;83;96;83;"red soil"
"3671";63;87;96;83;"red soil"
"3672";63;87;96;83;"red soil"
"3673";59;95;109;87;"red soil"
"3674";63;99;113;92;"red soil"
"3675";67;99;109;87;"red soil"
"3676";67;95;104;87;"red soil"
"3677";67;95;109;87;"red soil"
"3678";59;91;104;87;"red soil"
"3679";55;87;104;87;"red soil"
"3680";55;91;104;87;"red soil"
"3681";63;95;109;87;"red soil"
"3682";67;99;109;92;"red soil"
"3683";67;107;118;96;"red soil"
"3684";67;107;123;96;"red soil"
"3685";67;111;123;96;"red soil"
"3686";71;111;128;100;"red soil"
"3687";71;107;123;96;"red soil"
"3688";71;103;118;96;"red soil"
"3689";67;103;118;92;"red soil"
"3690";63;107;118;92;"red soil"
"3691";51;45;113;125;"cotton crop"
"3692";44;29;123;133;"cotton crop"
"3693";44;32;113;125;"cotton crop"
"3694";48;34;113;125;"cotton crop"
"3695";51;58;113;104;"cotton crop"
"3696";63;95;104;83;"vegetation stubble"
"3697";75;99;118;96;"vegetation stubble"
"3698";75;99;118;96;"vegetation stubble"
"3699";75;99;118;96;"vegetation stubble"
"3700";75;95;113;96;"vegetation stubble"
"3701";51;54;81;75;"vegetation stubble"
"3702";51;48;81;79;"vegetation stubble"
"3703";48;48;67;71;"vegetation stubble"
"3704";51;54;67;62;"vegetation stubble"
"3705";90;104;108;85;"grey soil"
"3706";90;100;100;81;"grey soil"
"3707";86;100;108;81;"grey soil"
"3708";86;100;104;81;"grey soil"
"3709";90;104;112;89;"grey soil"
"3710";86;104;108;89;"grey soil"
"3711";86;104;104;85;"grey soil"
"3712";82;96;96;81;"grey soil"
"3713";82;96;100;78;"grey soil"
"3714";82;96;100;78;"grey soil"
"3715";90;109;112;89;"grey soil"
"3716";82;100;96;81;"grey soil"
"3717";78;87;100;81;"very damp grey soil"
"3718";86;100;108;89;"grey soil"
"3719";86;100;108;89;"grey soil"
"3720";78;100;112;92;"grey soil"
"3721";59;91;100;85;"red soil"
"3722";52;79;92;78;"red soil"
"3723";49;83;96;81;"red soil"
"3724";49;79;96;78;"red soil"
"3725";49;71;88;78;"red soil"
"3726";49;67;88;70;"red soil"
"3727";52;67;84;70;"red soil"
"3728";49;67;80;70;"red soil"
"3729";52;71;80;74;"red soil"
"3730";52;71;84;70;"red soil"
"3731";56;75;88;74;"red soil"
"3732";59;79;96;81;"red soil"
"3733";56;79;88;81;"red soil"
"3734";59;83;100;81;"red soil"
"3735";59;83;100;81;"red soil"
"3736";59;87;104;85;"red soil"
"3737";63;100;112;92;"red soil"
"3738";70;104;117;92;"red soil"
"3739";63;96;112;89;"red soil"
"3740";63;96;112;89;"red soil"
"3741";66;100;112;89;"red soil"
"3742";63;100;112;92;"red soil"
"3743";63;100;117;92;"red soil"
"3744";63;96;108;89;"red soil"
"3745";52;87;108;85;"red soil"
"3746";63;87;108;85;"red soil"
"3747";63;96;112;89;"red soil"
"3748";63;104;108;92;"red soil"
"3749";74;113;122;100;"red soil"
"3750";70;113;122;96;"red soil"
"3751";70;109;122;100;"red soil"
"3752";66;113;122;100;"red soil"
"3753";46;43;112;122;"cotton crop"
"3754";52;53;108;114;"cotton crop"
"3755";49;40;112;125;"cotton crop"
"3756";46;34;112;133;"cotton crop"
"3757";46;32;112;133;"cotton crop"
"3758";46;46;112;114;"cotton crop"
"3759";56;71;104;89;"cotton crop"
"3760";59;87;100;81;"vegetation stubble"
"3761";66;91;112;89;"vegetation stubble"
"3762";70;96;112;92;"vegetation stubble"
"3763";70;96;117;92;"vegetation stubble"
"3764";82;91;108;85;"vegetation stubble"
"3765";63;63;88;78;"vegetation stubble"
"3766";52;53;76;74;"vegetation stubble"
"3767";56;53;80;74;"vegetation stubble"
"3768";49;49;76;74;"vegetation stubble"
"3769";52;53;73;66;"vegetation stubble"
"3770";87;99;101;83;"grey soil"
"3771";87;99;105;83;"grey soil"
"3772";83;99;101;83;"grey soil"
"3773";83;95;97;79;"grey soil"
"3774";83;95;101;83;"grey soil"
"3775";87;103;110;86;"grey soil"
"3776";92;103;105;86;"grey soil"
"3777";87;103;110;86;"grey soil"
"3778";87;103;114;86;"grey soil"
"3779";92;112;119;94;"grey soil"
"3780";96;112;119;98;"grey soil"
"3781";92;103;110;90;"grey soil"
"3782";83;95;105;79;"grey soil"
"3783";83;95;101;79;"grey soil"
"3784";87;103;105;83;"grey soil"
"3785";87;103;110;90;"grey soil"
"3786";79;99;105;86;"grey soil"
"3787";75;99;110;90;"red soil"
"3788";67;99;114;90;"red soil"
"3789";56;84;93;83;"red soil"
"3790";52;77;93;79;"red soil"
"3791";46;73;90;75;"red soil"
"3792";49;73;86;79;"red soil"
"3793";49;73;93;79;"red soil"
"3794";49;73;86;75;"red soil"
"3795";52;66;82;72;"red soil"
"3796";52;70;82;72;"red soil"
"3797";49;70;82;72;"red soil"
"3798";59;84;93;83;"red soil"
"3799";56;81;93;79;"red soil"
"3800";56;81;93;79;"red soil"
"3801";56;84;105;86;"red soil"
"3802";63;99;114;94;"red soil"
"3803";67;99;110;94;"red soil"
"3804";63;95;105;90;"red soil"
"3805";63;99;110;90;"red soil"
"3806";67;99;114;94;"red soil"
"3807";63;99;114;94;"red soil"
"3808";63;103;114;90;"red soil"
"3809";63;103;119;90;"red soil"
"3810";59;99;114;90;"red soil"
"3811";59;95;110;86;"red soil"
"3812";56;84;101;83;"red soil"
"3813";56;84;105;86;"red soil"
"3814";59;81;105;86;"red soil"
"3815";59;88;105;86;"red soil"
"3816";67;99;110;94;"red soil"
"3817";63;103;119;94;"red soil"
"3818";67;108;124;98;"red soil"
"3819";71;112;124;101;"red soil"
"3820";71;112;130;101;"red soil"
"3821";71;112;130;101;"red soil"
"3822";67;108;114;98;"red soil"
"3823";56;70;110;98;"red soil"
"3824";52;54;97;105;"cotton crop"
"3825";46;32;119;135;"cotton crop"
"3826";46;30;119;139;"cotton crop"
"3827";46;34;110;124;"cotton crop"
"3828";49;51;101;101;"cotton crop"
"3829";56;73;97;79;"vegetation stubble"
"3830";67;84;105;94;"vegetation stubble"
"3831";79;91;119;98;"vegetation stubble"
"3832";79;99;110;86;"vegetation stubble"
"3833";71;77;86;75;"vegetation stubble"
"3834";59;60;72;72;"vegetation stubble"
"3835";59;60;75;68;"vegetation stubble"
"3836";52;54;75;68;"vegetation stubble"
"3837";52;60;72;64;"very damp grey soil"
"3838";85;102;105;80;"grey soil"
"3839";85;97;101;80;"grey soil"
